the,0.08416994056165926
ful,0.0004243481075554687
cou,0.004007622476238973
gra,0.0012365306482953543
jur,0.00012533072013847565
sai,0.0020279892116895075
fri,0.0006266536006923782
an,0.0036987365281811553
inv,0.0008408013665982775
of,0.035933403005371456
atl,9.47381821519186e-05
rec,0.00185035512015466
pri,0.0014408098535604286
ele,0.0008467225029827725
pro,0.006496473469855001
no,0.002173057053109633
evi,0.0003838870089280868
tha,0.012562677695770038
any,0.0019056190597432792
irr,0.0001549364020609502
too,0.0013756773533309845
pla,0.0028776722828645273
fur,0.0004598749258624382
in,0.02106049526358432
ter,0.0005477051155657794
pre,0.003470772777378101
cit,0.0007026415176267296
exe,0.000270398561558601
com,0.005560933921104805
whi,0.004865200395926653
had,0.005168165207599976
ove,0.0017043004226704522
cha,0.002425692205514749
des,0.0014980475052772128
pra,0.0004727040546955105
and,0.028621786426584323
for,0.012167935270137044
man,0.0033839294437388425
was,0.01026823734677826
con,0.007606686541947797
sep,0.00027138541762268347
bee,0.0025934577364087716
by,0.005236258276021667
sup,0.0011299501933744458
jud,0.0002644774251741061
dur,0.0006217193203719658
pye,9.868560640824854e-07
to,0.025814180924269653
rep,0.0014931132249568003
pos,0.0013371899668317678
har,0.0009631715185445057
won,0.0003957292816970766
may,0.0016026542480699563
iva,3.947424256329942e-06
all,0.003572418951978597
jr,7.40142048061864e-05
onl,0.0017329192485288443
a,0.02300164114163457
rel,0.0013046237167170457
han,0.0013648219366260773
suc,0.001681602733196555
wid,0.0003039516677374055
int,0.004294797590886976
num,0.0006878386766654923
vot,0.0001756603794066824
siz,0.00017368666727851742
thi,0.007017533471690553
it,0.008644859121362572
did,0.0014319281489836863
fin,0.0016046279601981213
geo,0.00028717511464800325
reg,0.0007924454194582357
law,0.0005358628427967895
are,0.00494316202498917
out,0.0028026712219942585
or,0.004150716605530933
ina,0.00012631757620255814
oft,0.0003690841679668495
amb,0.00015987068238136262
leg,0.00045494064554202574
act,0.0014319281489836863
hav,0.004241507363426522
stu,0.0011240290569899509
rev,0.0006513250022944404
end,0.0007154706464598019
mod,0.0005230337139637173
imp,0.001510876634110285
on,0.0066523967279800336
oth,0.0021089114089442714
top,0.0002822408343275908
amo,0.0006118507597311409
pur,0.0006602067068711827
dep,0.0008111956846758029
