esq,0.0003816793893129771
mue,0.0004362050163576881
jen,0.00016357688113413304
jos,0.0008996728462377317
per,0.0063249727371864775
gre,0.0007088331515812432
gne,0.03609596510359869
cic,0.0006543075245365322
ota,0.00016357688113413304
tro,0.0015539803707742639
cos,0.0011995637949836423
cru,0.0008451472191930207
leg,0.0005179934569247547
lui,0.00013631406761177754
vei,0.00010905125408942203
fot,0.0007088331515812432
sla,0.00010905125408942203
hur,0.00019083969465648855
mod,0.0008724100327153762
muq,2.7262813522355506e-05
ent,0.0031624863685932388
cal,0.003598691384950927
cab,0.0016902944383860414
soc,0.0009814612868047983
kie,2.7262813522355506e-05
imp,0.0035714285714285713
ale,0.002044711014176663
sta,0.0007360959651035987
par,0.005534351145038168
ate,0.0007633587786259542
mar,0.0055070883315158125
fam,0.014776444929116684
bob,0.0003816793893129771
llo,0.0002726281352235551
hyd,0.0004907306434023992
oce,8.178844056706652e-05
maz,0.00013631406761177754
alg,0.0007633587786259542
car,0.006842966194111232
e,2.7262813522355506e-05
cap,0.0023991275899672847
est,0.00806979280261723
las,0.0004089422028353326
pip,0.0004362050163576881
anc,0.0004362050163576881
vag,0.0004634678298800436
irr,0.0009541984732824427
neu,0.0013086150490730644
caq,8.178844056706652e-05
esc,0.004471101417666303
hac,0.0035714285714285713
gui,0.0005452562704471102
bee,5.452562704471101e-05
rac,0.0003544165757906216
for,0.0017993456924754634
mep,2.7262813522355506e-05
jug,0.0005179934569247547
fru,0.0003271537622682661
geo,0.0027262813522355507
com,0.006842966194111232
ele,0.001717557251908397
des,0.01316793893129771
gla,0.0005725190839694657
hen,0.0013086150490730644
cor,0.0056161395856052345
tri,0.00376226826608506
cra,0.0006543075245365322
rec,0.004143947655398037
mes,0.0008724100327153762
raq,0.00010905125408942203
pal,0.0024536532170119957
inf,0.002208287895310796
bru,0.0005725190839694657
mon,0.0030261723009814613
hel,0.0011995637949836423
nom,0.0007360959651035987
moz,0.00019083969465648855
inc,0.0029989094874591058
con,0.01649400218102508
bat,0.0014449291166848419
ter,0.0022900763358778627
fre,0.0016085059978189749
req,0.00019083969465648855
obt,0.00010905125408942203
fil,0.0015267175572519084
die,0.0004089422028353326
hum,0.0007906215921483097
pel,0.0012813522355507089
hom,0.0011450381679389313
apo,0.0008178844056706652
onu,5.452562704471101e-05
exc,0.0011995637949836423
pon,0.0016902944383860414
ban,0.0013631406761177754
mac,0.0013904034896401309
tor,0.0018538713195201744
gas,0.0009541984732824427
buf,0.0003544165757906216
hor,0.0013631406761177754
len,0.0013631406761177754
poi,0.00013631406761177754
evo,0.00010905125408942203
cum,0.0002998909487459106
dia,0.0012540894220283534
van,0.0007633587786259542
cas,0.001826608505997819
api,0.0002726281352235551
men,0.001826608505997819
mis,0.0005997818974918212
ama,0.0008451472191930207
sch,0.0004362050163576881
tac,0.0002998909487459106
oes,0.00010905125408942203
rpc,2.7262813522355506e-05
bil,0.0005452562704471102
mel,0.0013631406761177754
pav,0.0005452562704471102
bra,0.0012813522355507089
cha,0.003871319520174482
